0.98149,137.4,0.85001,72.615,0.86909,128.57,0.87442,80.586,0.94599,0.78146,0.83413,99.312,0.95,164.27,1.0936,94.434,0.89809,87.947,0.85917,52.38,0.97572,70.643,1.0307,64.663,1.1427,57.096,68.926,36.664,97.411,2051.1,2254.1
1.1974,45.431,1.0148,78.773,1.15,75.595,1.1343,161.35,0.80315,0.92664,0.86256,170.46,0.89653,141.09,1.0449,69.958,0.84312,58.288,1.0791,92.755,0.97449,87.626,0.90551,63.273,1.1305,35.006,82.571,48.933,107.87,3884.3,4123.7
1.0437,34.6,1.1275,102.75,1.0605,104.74,1.1429,126.47,0.68237,0.90782,0.90226,165.21,0.77971,125.73,0.95951,68.882,1.1842,90.398,0.94643,50,1.026,90.15,1.0188,30,0.86193,35.433,127.91,56.234,125.51,2972.3,3282
0.84406,55.26,1.0707,86.547,0.94331,71.913,1.0403,69.426,0.71221,0.76222,0.92779,49.441,0.81465,112.5,0.81965,35.187,1.1916,74.029,1.1857,67.642,0.94515,41.598,0.89008,52.936,1.2455,49.167,84.384,48.158,133.35,2390.1,2656
0.95924,55.198,1.0751,72.237,0.85678,150,0.9951,88.661,0.86733,0.75,0.88892,129.27,0.85176,135.63,1.0617,55.823,1.0968,99.19,0.98663,70.307,1.003,91.203,1.0359,87.256,0.97122,80.807,106.08,45.521,118.84,1444.5,1714.9
1.0694,40.234,0.97525,128.1,0.89745,71.64,0.96903,111.18,0.95,0.82211,0.79844,116.69,0.87891,60.963,0.88171,57.658,0.7701,85.4,1.2366,75.205,0.91953,98.056,0.99045,66.061,1.0789,47.542,94.231,58.393,125.8,2597.6,2876
0.80816,136.59,0.86663,87.123,0.90409,63.868,1.015,171.11,0.90724,0.87689,0.76707,109.53,0.93505,136.59,1.1598,38.625,1.1461,71.242,1.25,74.71,0.8791,30,0.98259,91.716,1.0753,63.139,56.788,41.467,116.59,2425.8,2640.6
1.2492,114.41,0.9997,51.018,0.89515,139.37,0.86293,131.04,0.85483,0.80555,0.77368,53.009,0.81241,104.29,1.25,36.697,0.87896,81.942,1.0074,67.113,1.0518,81.322,0.88139,95.292,0.77424,83.259,175.4,78.907,148.04,6351.4,6753.8
0.83303,86.663,0.91855,111.9,0.90266,90.956,1.0102,116,0.71395,0.8637,0.9341,137.8,0.8511,177.3,1.1343,62.298,0.94456,55.131,0.92094,79.559,1.0703,68.242,0.86017,69.515,0.98596,75.058,104.62,56.79,124.08,1917.2,2202.7
0.99772,35.358,1.079,54.443,0.88281,94.776,1.0098,144.84,0.86901,0.80508,0.81489,125.19,0.79023,143.16,0.95049,67.441,1.0399,90.822,0.9737,75.742,0.96398,56.664,0.91725,58.303,0.93131,29.547,147.2,55.359,145.81,1722.8,2071.2
